date;state;country;confirmed
2020-02-10;Mayotte;France;0
2020-02-10;Montserrat;United Kingdom;0
2020-02-10;New Brunswick;Canada;0
2020-02-10;New Caledonia;France;0
2020-02-10;New South Wales;Australia;4
2020-02-10;Newfoundland and Labrador;Canada;0
2020-02-10;Ningxia;China;49
2020-02-10;Northern Territory;Australia;0
2020-02-10;Northwest Territories;Canada;0
2020-02-10;Nova Scotia;Canada;0
2020-02-10;Ontario;Canada;3
2020-02-10;Prince Edward Island;Canada;0
2020-02-10;Qinghai;China;18
2020-02-10;Quebec;Canada;0
2020-02-10;Queensland;Australia;5
2020-02-10;Recovered;Canada;0
2020-02-10;Reunion;France;0
2020-02-10;Saint Barthelemy;France;0
2020-02-10;Saint Pierre and Miquelon;France;0
2020-02-10;Saskatchewan;Canada;0
2020-02-10;Shaanxi;China;213
2020-02-10;Shandong;China;466
2020-02-10;Shanghai;China;299
2020-02-10;Shanxi;China;119
2020-02-10;Sichuan;China;405
2020-02-10;Sint Maarten;Netherlands;0
2020-02-10;South Australia;Australia;2
2020-02-10;St Martin;France;0
2020-02-10;Tasmania;Australia;0
2020-02-10;Tianjin;China;95
2020-02-10;Tibet;China;1
2020-02-10;Turks and Caicos Islands;United Kingdom;0
2020-02-10;Victoria;Australia;4
2020-02-10;Western Australia;Australia;0
2020-02-10;Xinjiang;China;49
2020-02-10;Yukon;Canada;0
2020-02-10;Yunnan;China;149
2020-02-10;Zhejiang;China;1092
2020-02-10;no;Afghanistan;0
2020-02-10;no;Albania;0
2020-02-10;no;Algeria;0
2020-02-10;no;Andorra;0
2020-02-10;no;Angola;0
2020-02-10;no;Antigua and Barbuda;0
2020-02-10;no;Argentina;0
2020-02-10;no;Armenia;0
2020-02-10;no;Austria;0
2020-02-10;no;Azerbaijan;0
2020-02-10;no;Bahamas;0
2020-02-10;no;Bahrain;0
2020-02-10;no;Bangladesh;0
2020-02-10;no;Barbados;0
2020-02-10;no;Belarus;0
2020-02-10;no;Belgium;1
2020-02-10;no;Belize;0
2020-02-10;no;Benin;0
2020-02-10;no;Bhutan;0
2020-02-10;no;Bolivia;0
2020-02-10;no;Bosnia and Herzegovina;0
2020-02-10;no;Botswana;0
2020-02-10;no;Brazil;0
2020-02-10;no;Brunei;0
2020-02-10;no;Bulgaria;0
2020-02-10;no;Burkina Faso;0
2020-02-10;no;Burma;0
2020-02-10;no;Burundi;0
2020-02-10;no;Cabo Verde;0
2020-02-10;no;Cambodia;1
2020-02-10;no;Cameroon;0
2020-02-10;no;Central African Republic;0
2020-02-10;no;Chad;0
2020-02-10;no;Chile;0
2020-02-10;no;Colombia;0
2020-02-10;no;Congo (Brazzaville);0
2020-02-10;no;Congo (Kinshasa);0
2020-02-10;no;Costa Rica;0
2020-02-10;no;Cote d'Ivoire;0
2020-02-10;no;Croatia;0
2020-02-10;no;Cuba;0
2020-02-10;no;Cyprus;0
2020-02-10;no;Czechia;0
2020-02-10;no;Denmark;0
2020-02-10;no;Diamond Princess;135
2020-02-10;no;Djibouti;0
2020-02-10;no;Dominica;0
2020-02-10;no;Dominican Republic;0
2020-02-10;no;Ecuador;0
2020-02-10;no;Egypt;0
2020-02-10;no;El Salvador;0
2020-02-10;no;Equatorial Guinea;0
2020-02-10;no;Eritrea;0
2020-02-10;no;Estonia;0
2020-02-10;no;Eswatini;0
2020-02-10;no;Ethiopia;0
2020-02-10;no;Fiji;0
2020-02-10;no;Finland;1
2020-02-10;no;France;11
2020-02-10;no;Gabon;0
2020-02-10;no;Gambia;0
2020-02-10;no;Georgia;0
2020-02-10;no;Germany;14
2020-02-10;no;Ghana;0
2020-02-10;no;Greece;0
2020-02-10;no;Grenada;0
2020-02-10;no;Guatemala;0
2020-02-10;no;Guinea;0
2020-02-10;no;Guinea-Bissau;0
2020-02-10;no;Guyana;0
2020-02-10;no;Haiti;0
2020-02-10;no;Holy See;0
2020-02-10;no;Honduras;0
2020-02-10;no;Hungary;0
2020-02-10;no;Iceland;0
2020-02-10;no;India;3
2020-02-10;no;Indonesia;0
2020-02-10;no;Iran;0
2020-02-10;no;Iraq;0
2020-02-10;no;Ireland;0
2020-02-10;no;Israel;0
2020-02-10;no;Italy;3
2020-02-10;no;Jamaica;0
2020-02-10;no;Japan;26
2020-02-10;no;Jordan;0
2020-02-10;no;Kazakhstan;0
2020-02-10;no;Kenya;0
2020-02-10;no;Korea, South;27
2020-02-10;no;Kosovo;0
2020-02-10;no;Kuwait;0
2020-02-10;no;Kyrgyzstan;0
2020-02-10;no;Laos;0
2020-02-10;no;Latvia;0
2020-02-10;no;Lebanon;0
2020-02-10;no;Liberia;0
2020-02-10;no;Libya;0
2020-02-10;no;Liechtenstein;0
2020-02-10;no;Lithuania;0
2020-02-10;no;Luxembourg;0
2020-02-10;no;MS Zaandam;0
2020-02-10;no;Madagascar;0
2020-02-10;no;Malawi;0
2020-02-10;no;Malaysia;18
2020-02-10;no;Maldives;0
2020-02-10;no;Mali;0
2020-02-10;no;Malta;0
2020-02-10;no;Mauritania;0
2020-02-10;no;Mauritius;0
2020-02-10;no;Mexico;0
2020-02-10;no;Moldova;0
2020-02-10;no;Monaco;0
2020-02-10;no;Mongolia;0
2020-02-10;no;Montenegro;0
2020-02-10;no;Morocco;0
2020-02-10;no;Mozambique;0
2020-02-10;no;Namibia;0
2020-02-10;no;Nepal;1
2020-02-10;no;Netherlands;0
2020-02-10;no;New Zealand;0
2020-02-10;no;Nicaragua;0
2020-02-10;no;Niger;0
2020-02-10;no;Nigeria;0
2020-02-10;no;North Macedonia;0
2020-02-10;no;Norway;0
2020-02-10;no;Oman;0
2020-02-10;no;Pakistan;0
2020-02-10;no;Panama;0
2020-02-10;no;Papua New Guinea;0
2020-02-10;no;Paraguay;0
2020-02-10;no;Peru;0
2020-02-10;no;Philippines;3
2020-02-10;no;Poland;0
2020-02-10;no;Portugal;0
2020-02-10;no;Qatar;0
2020-02-10;no;Romania;0
2020-02-10;no;Russia;2
2020-02-10;no;Rwanda;0
2020-02-10;no;Saint Kitts and Nevis;0
2020-02-10;no;Saint Lucia;0
2020-02-10;no;Saint Vincent and the Grenadines;0
2020-02-10;no;San Marino;0
2020-02-10;no;Sao Tome and Principe;0
2020-02-10;no;Saudi Arabia;0
2020-02-10;no;Senegal;0
2020-02-10;no;Serbia;0
2020-02-10;no;Seychelles;0
2020-02-10;no;Sierra Leone;0
2020-02-10;no;Singapore;45
2020-02-10;no;Slovakia;0
2020-02-10;no;Slovenia;0
2020-02-10;no;Somalia;0
2020-02-10;no;South Africa;0
2020-02-10;no;South Sudan;0
2020-02-10;no;Spain;2
2020-02-10;no;Sri Lanka;1
2020-02-10;no;Sudan;0
2020-02-10;no;Suriname;0
2020-02-10;no;Sweden;1
2020-02-10;no;Switzerland;0
2020-02-10;no;Syria;0
2020-02-10;no;Taiwan*;18
2020-02-10;no;Tanzania;0
2020-02-10;no;Thailand;32
2020-02-10;no;Timor-Leste;0
2020-02-10;no;Togo;0
2020-02-10;no;Trinidad and Tobago;0
2020-02-10;no;Tunisia;0
2020-02-10;no;Turkey;0
2020-02-10;no;US;11
2020-02-10;no;Uganda;0
2020-02-10;no;Ukraine;0
2020-02-10;no;United Arab Emirates;8
2020-02-10;no;United Kingdom;8
2020-02-10;no;Uruguay;0
2020-02-10;no;Uzbekistan;0
2020-02-10;no;Venezuela;0
2020-02-10;no;Vietnam;14
2020-02-10;no;West Bank and Gaza;0
2020-02-10;no;Western Sahara;0
2020-02-10;no;Yemen;0
2020-02-10;no;Zambia;0
2020-02-10;no;Zimbabwe;0
2020-02-11;Alberta;Canada;0
2020-02-11;Anguilla;United Kingdom;0
2020-02-11;Anhui;China;860
2020-02-11;Aruba;Netherlands;0
2020-02-11;Australian Capital Territory;Australia;0
2020-02-11;Beijing;China;342
2020-02-11;Bermuda;United Kingdom;0
2020-02-11;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-11;British Columbia;Canada;4
2020-02-11;British Virgin Islands;United Kingdom;0
2020-02-11;Cayman Islands;United Kingdom;0
2020-02-11;Channel Islands;United Kingdom;0
2020-02-11;Chongqing;China;505
2020-02-11;Curacao;Netherlands;0
2020-02-11;Diamond Princess;Canada;0
2020-02-11;Falkland Islands (Malvinas);United Kingdom;0
2020-02-11;Faroe Islands;Denmark;0
2020-02-11;French Guiana;France;0
2020-02-11;French Polynesia;France;0
2020-02-11;Fujian;China;267
2020-02-11;Gansu;China;86
2020-02-11;Gibraltar;United Kingdom;0
2020-02-11;Grand Princess;Canada;0
2020-02-11;Greenland;Denmark;0
2020-02-11;Guadeloupe;France;0
2020-02-11;Guangdong;China;1177
2020-02-11;Guangxi;China;215
2020-02-11;Guizhou;China;127
2020-02-11;Hainan;China;144
2020-02-11;Hebei;China;239
2020-02-11;Heilongjiang;China;360
2020-02-11;Henan;China;1105
2020-02-11;Hong Kong;China;49
2020-02-11;Hubei;China;33366
2020-02-11;Hunan;China;912
2020-02-11;Inner Mongolia;China;58
2020-02-11;Isle of Man;United Kingdom;0
2020-02-11;Jiangsu;China;515
2020-02-11;Jiangxi;China;804
2020-02-11;Jilin;China;81
2020-02-11;Liaoning;China;111
2020-02-11;Macau;China;10
2020-02-11;Manitoba;Canada;0
2020-02-11;Martinique;France;0
2020-02-11;Mayotte;France;0
2020-02-11;Montserrat;United Kingdom;0
2020-02-11;New Brunswick;Canada;0
2020-02-11;New Caledonia;France;0
2020-02-11;New South Wales;Australia;4
2020-02-11;Newfoundland and Labrador;Canada;0
2020-02-11;Ningxia;China;53
2020-02-11;Northern Territory;Australia;0
2020-02-11;Northwest Territories;Canada;0
2020-02-11;Nova Scotia;Canada;0
2020-02-11;Ontario;Canada;3
2020-02-11;Prince Edward Island;Canada;0
2020-02-11;Qinghai;China;18
2020-02-11;Quebec;Canada;0
2020-02-11;Queensland;Australia;5
2020-02-11;Recovered;Canada;0
2020-02-11;Reunion;France;0
2020-02-11;Saint Barthelemy;France;0
2020-02-11;Saint Pierre and Miquelon;France;0
2020-02-11;Saskatchewan;Canada;0
2020-02-11;Shaanxi;China;219
2020-02-11;Shandong;China;487
2020-02-11;Shanghai;China;303
2020-02-11;Shanxi;China;124
2020-02-11;Sichuan;China;417
2020-02-11;Sint Maarten;Netherlands;0
2020-02-11;South Australia;Australia;2
2020-02-11;St Martin;France;0
2020-02-11;Tasmania;Australia;0
2020-02-11;Tianjin;China;106
2020-02-11;Tibet;China;1
2020-02-11;Turks and Caicos Islands;United Kingdom;0
2020-02-11;Victoria;Australia;4
2020-02-11;Western Australia;Australia;0
2020-02-11;Xinjiang;China;55
2020-02-11;Yukon;Canada;0
2020-02-11;Yunnan;China;153
2020-02-11;Zhejiang;China;1117
2020-02-11;no;Afghanistan;0
2020-02-11;no;Albania;0
2020-02-11;no;Algeria;0
2020-02-11;no;Andorra;0
2020-02-11;no;Angola;0
2020-02-11;no;Antigua and Barbuda;0
2020-02-11;no;Argentina;0
2020-02-11;no;Armenia;0
2020-02-11;no;Austria;0
2020-02-11;no;Azerbaijan;0
2020-02-11;no;Bahamas;0
2020-02-11;no;Bahrain;0
2020-02-11;no;Bangladesh;0
2020-02-11;no;Barbados;0
2020-02-11;no;Belarus;0
2020-02-11;no;Belgium;1
2020-02-11;no;Belize;0
2020-02-11;no;Benin;0
2020-02-11;no;Bhutan;0
2020-02-11;no;Bolivia;0
2020-02-11;no;Bosnia and Herzegovina;0
2020-02-11;no;Botswana;0
2020-02-11;no;Brazil;0
2020-02-11;no;Brunei;0
2020-02-11;no;Bulgaria;0
2020-02-11;no;Burkina Faso;0
2020-02-11;no;Burma;0
2020-02-11;no;Burundi;0
2020-02-11;no;Cabo Verde;0
2020-02-11;no;Cambodia;1
2020-02-11;no;Cameroon;0
2020-02-11;no;Central African Republic;0
2020-02-11;no;Chad;0
2020-02-11;no;Chile;0
2020-02-11;no;Colombia;0
2020-02-11;no;Congo (Brazzaville);0
2020-02-11;no;Congo (Kinshasa);0
2020-02-11;no;Costa Rica;0
2020-02-11;no;Cote d'Ivoire;0
2020-02-11;no;Croatia;0
2020-02-11;no;Cuba;0
2020-02-11;no;Cyprus;0
2020-02-11;no;Czechia;0
2020-02-11;no;Denmark;0
2020-02-11;no;Diamond Princess;135
2020-02-11;no;Djibouti;0
2020-02-11;no;Dominica;0
2020-02-11;no;Dominican Republic;0
2020-02-11;no;Ecuador;0
2020-02-11;no;Egypt;0
2020-02-11;no;El Salvador;0
2020-02-11;no;Equatorial Guinea;0
2020-02-11;no;Eritrea;0
2020-02-11;no;Estonia;0
2020-02-11;no;Eswatini;0
2020-02-11;no;Ethiopia;0
2020-02-11;no;Fiji;0
2020-02-11;no;Finland;1
2020-02-11;no;France;11
2020-02-11;no;Gabon;0
2020-02-11;no;Gambia;0
2020-02-11;no;Georgia;0
2020-02-11;no;Germany;16
2020-02-11;no;Ghana;0
2020-02-11;no;Greece;0
2020-02-11;no;Grenada;0
2020-02-11;no;Guatemala;0
2020-02-11;no;Guinea;0
2020-02-11;no;Guinea-Bissau;0
2020-02-11;no;Guyana;0
2020-02-11;no;Haiti;0
2020-02-11;no;Holy See;0
2020-02-11;no;Honduras;0
2020-02-11;no;Hungary;0
2020-02-11;no;Iceland;0
2020-02-11;no;India;3
2020-02-11;no;Indonesia;0
2020-02-11;no;Iran;0
2020-02-11;no;Iraq;0
2020-02-11;no;Ireland;0
2020-02-11;no;Israel;0
2020-02-11;no;Italy;3
2020-02-11;no;Jamaica;0
2020-02-11;no;Japan;26
2020-02-11;no;Jordan;0
2020-02-11;no;Kazakhstan;0
2020-02-11;no;Kenya;0
2020-02-11;no;Korea, South;28
2020-02-11;no;Kosovo;0
2020-02-11;no;Kuwait;0
2020-02-11;no;Kyrgyzstan;0
2020-02-11;no;Laos;0
2020-02-11;no;Latvia;0
2020-02-11;no;Lebanon;0
2020-02-11;no;Liberia;0
2020-02-11;no;Libya;0
2020-02-11;no;Liechtenstein;0
2020-02-11;no;Lithuania;0
2020-02-11;no;Luxembourg;0
2020-02-11;no;MS Zaandam;0
2020-02-11;no;Madagascar;0
2020-02-11;no;Malawi;0
2020-02-11;no;Malaysia;18
2020-02-11;no;Maldives;0
2020-02-11;no;Mali;0
2020-02-11;no;Malta;0
2020-02-11;no;Mauritania;0
2020-02-11;no;Mauritius;0
2020-02-11;no;Mexico;0
2020-02-11;no;Moldova;0
2020-02-11;no;Monaco;0
2020-02-11;no;Mongolia;0
2020-02-11;no;Montenegro;0
2020-02-11;no;Morocco;0
2020-02-11;no;Mozambique;0
2020-02-11;no;Namibia;0
2020-02-11;no;Nepal;1
2020-02-11;no;Netherlands;0
2020-02-11;no;New Zealand;0
2020-02-11;no;Nicaragua;0
2020-02-11;no;Niger;0
2020-02-11;no;Nigeria;0
2020-02-11;no;North Macedonia;0
2020-02-11;no;Norway;0
2020-02-11;no;Oman;0
2020-02-11;no;Pakistan;0
2020-02-11;no;Panama;0
2020-02-11;no;Papua New Guinea;0
2020-02-11;no;Paraguay;0
2020-02-11;no;Peru;0
2020-02-11;no;Philippines;3
2020-02-11;no;Poland;0
2020-02-11;no;Portugal;0
2020-02-11;no;Qatar;0
2020-02-11;no;Romania;0
2020-02-11;no;Russia;2
2020-02-11;no;Rwanda;0
2020-02-11;no;Saint Kitts and Nevis;0
2020-02-11;no;Saint Lucia;0
2020-02-11;no;Saint Vincent and the Grenadines;0
2020-02-11;no;San Marino;0
2020-02-11;no;Sao Tome and Principe;0
2020-02-11;no;Saudi Arabia;0
2020-02-11;no;Senegal;0
2020-02-11;no;Serbia;0
2020-02-11;no;Seychelles;0
2020-02-11;no;Sierra Leone;0
2020-02-11;no;Singapore;47
2020-02-11;no;Slovakia;0
2020-02-11;no;Slovenia;0
2020-02-11;no;Somalia;0
2020-02-11;no;South Africa;0
2020-02-11;no;South Sudan;0
2020-02-11;no;Spain;2
2020-02-11;no;Sri Lanka;1
2020-02-11;no;Sudan;0
2020-02-11;no;Suriname;0
2020-02-11;no;Sweden;1
2020-02-11;no;Switzerland;0
2020-02-11;no;Syria;0
2020-02-11;no;Taiwan*;18
2020-02-11;no;Tanzania;0
2020-02-11;no;Thailand;33
2020-02-11;no;Timor-Leste;0
2020-02-11;no;Togo;0
2020-02-11;no;Trinidad and Tobago;0
2020-02-11;no;Tunisia;0
2020-02-11;no;Turkey;0
2020-02-11;no;US;12
2020-02-11;no;Uganda;0
2020-02-11;no;Ukraine;0
2020-02-11;no;United Arab Emirates;8
2020-02-11;no;United Kingdom;8
2020-02-11;no;Uruguay;0
2020-02-11;no;Uzbekistan;0
2020-02-11;no;Venezuela;0
2020-02-11;no;Vietnam;15
2020-02-11;no;West Bank and Gaza;0
2020-02-11;no;Western Sahara;0
2020-02-11;no;Yemen;0
2020-02-11;no;Zambia;0
2020-02-11;no;Zimbabwe;0
2020-02-12;Alberta;Canada;0
2020-02-12;Anguilla;United Kingdom;0
2020-02-12;Anhui;China;889
2020-02-12;Aruba;Netherlands;0
2020-02-12;Australian Capital Territory;Australia;0
2020-02-12;Beijing;China;352
2020-02-12;Bermuda;United Kingdom;0
2020-02-12;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-12;British Columbia;Canada;4
2020-02-12;British Virgin Islands;United Kingdom;0
2020-02-12;Cayman Islands;United Kingdom;0
2020-02-12;Channel Islands;United Kingdom;0
2020-02-12;Chongqing;China;518
2020-02-12;Curacao;Netherlands;0
2020-02-12;Diamond Princess;Canada;0
2020-02-12;Falkland Islands (Malvinas);United Kingdom;0
2020-02-12;Faroe Islands;Denmark;0
2020-02-12;French Guiana;France;0
2020-02-12;French Polynesia;France;0
2020-02-12;Fujian;China;272
2020-02-12;Gansu;China;87
2020-02-12;Gibraltar;United Kingdom;0
2020-02-12;Grand Princess;Canada;0
2020-02-12;Greenland;Denmark;0
2020-02-12;Guadeloupe;France;0
2020-02-12;Guangdong;China;1219
2020-02-12;Guangxi;China;222
2020-02-12;Guizhou;China;133
2020-02-12;Hainan;China;157
2020-02-12;Hebei;China;251
2020-02-12;Heilongjiang;China;378
2020-02-12;Henan;China;1135
2020-02-12;Hong Kong;China;50
2020-02-12;Hubei;China;33366
2020-02-12;Hunan;China;946
2020-02-12;Inner Mongolia;China;60
2020-02-12;Isle of Man;United Kingdom;0
2020-02-12;Jiangsu;China;543
2020-02-12;Jiangxi;China;844
2020-02-12;Jilin;China;83
2020-02-12;Liaoning;China;116
2020-02-12;Macau;China;10
2020-02-12;Manitoba;Canada;0
2020-02-12;Martinique;France;0
2020-02-12;Mayotte;France;0
2020-02-12;Montserrat;United Kingdom;0
2020-02-12;New Brunswick;Canada;0
2020-02-12;New Caledonia;France;0
2020-02-12;New South Wales;Australia;4
2020-02-12;Newfoundland and Labrador;Canada;0
2020-02-12;Ningxia;China;58
2020-02-12;Northern Territory;Australia;0
2020-02-12;Northwest Territories;Canada;0
2020-02-12;Nova Scotia;Canada;0
2020-02-12;Ontario;Canada;3
2020-02-12;Prince Edward Island;Canada;0
2020-02-12;Qinghai;China;18
2020-02-12;Quebec;Canada;0
2020-02-12;Queensland;Australia;5
2020-02-12;Recovered;Canada;0
2020-02-12;Reunion;France;0
2020-02-12;Saint Barthelemy;France;0
2020-02-12;Saint Pierre and Miquelon;France;0
2020-02-12;Saskatchewan;Canada;0
2020-02-12;Shaanxi;China;225
2020-02-12;Shandong;China;497
2020-02-12;Shanghai;China;311
2020-02-12;Shanxi;China;126
2020-02-12;Sichuan;China;436
2020-02-12;Sint Maarten;Netherlands;0
2020-02-12;South Australia;Australia;2
2020-02-12;St Martin;France;0
2020-02-12;Tasmania;Australia;0
2020-02-12;Tianjin;China;112
2020-02-12;Tibet;China;1
2020-02-12;Turks and Caicos Islands;United Kingdom;0
2020-02-12;Victoria;Australia;4
2020-02-12;Western Australia;Australia;0
2020-02-12;Xinjiang;China;59
2020-02-12;Yukon;Canada;0
2020-02-12;Yunnan;China;154
2020-02-12;Zhejiang;China;1131
2020-02-12;no;Afghanistan;0
2020-02-12;no;Albania;0
2020-02-12;no;Algeria;0
2020-02-12;no;Andorra;0
2020-02-12;no;Angola;0
2020-02-12;no;Antigua and Barbuda;0
2020-02-12;no;Argentina;0
2020-02-12;no;Armenia;0
2020-02-12;no;Austria;0
2020-02-12;no;Azerbaijan;0
2020-02-12;no;Bahamas;0
2020-02-12;no;Bahrain;0
2020-02-12;no;Bangladesh;0
2020-02-12;no;Barbados;0
2020-02-12;no;Belarus;0
2020-02-12;no;Belgium;1
2020-02-12;no;Belize;0
2020-02-12;no;Benin;0
2020-02-12;no;Bhutan;0
2020-02-12;no;Bolivia;0
2020-02-12;no;Bosnia and Herzegovina;0
2020-02-12;no;Botswana;0
2020-02-12;no;Brazil;0
2020-02-12;no;Brunei;0
2020-02-12;no;Bulgaria;0
2020-02-12;no;Burkina Faso;0
2020-02-12;no;Burma;0
2020-02-12;no;Burundi;0
2020-02-12;no;Cabo Verde;0
2020-02-12;no;Cambodia;1
2020-02-12;no;Cameroon;0
2020-02-12;no;Central African Republic;0
2020-02-12;no;Chad;0
2020-02-12;no;Chile;0
2020-02-12;no;Colombia;0
2020-02-12;no;Congo (Brazzaville);0
2020-02-12;no;Congo (Kinshasa);0
2020-02-12;no;Costa Rica;0
2020-02-12;no;Cote d'Ivoire;0
2020-02-12;no;Croatia;0
2020-02-12;no;Cuba;0
2020-02-12;no;Cyprus;0
2020-02-12;no;Czechia;0
2020-02-12;no;Denmark;0
2020-02-12;no;Diamond Princess;175
2020-02-12;no;Djibouti;0
2020-02-12;no;Dominica;0
2020-02-12;no;Dominican Republic;0
2020-02-12;no;Ecuador;0
2020-02-12;no;Egypt;0
2020-02-12;no;El Salvador;0
2020-02-12;no;Equatorial Guinea;0
2020-02-12;no;Eritrea;0
2020-02-12;no;Estonia;0
2020-02-12;no;Eswatini;0
2020-02-12;no;Ethiopia;0
2020-02-12;no;Fiji;0
2020-02-12;no;Finland;1
2020-02-12;no;France;11
2020-02-12;no;Gabon;0
2020-02-12;no;Gambia;0
2020-02-12;no;Georgia;0
2020-02-12;no;Germany;16
2020-02-12;no;Ghana;0
2020-02-12;no;Greece;0
2020-02-12;no;Grenada;0
2020-02-12;no;Guatemala;0
2020-02-12;no;Guinea;0
2020-02-12;no;Guinea-Bissau;0
2020-02-12;no;Guyana;0
2020-02-12;no;Haiti;0
2020-02-12;no;Holy See;0
2020-02-12;no;Honduras;0
2020-02-12;no;Hungary;0
2020-02-12;no;Iceland;0
2020-02-12;no;India;3
2020-02-12;no;Indonesia;0
2020-02-12;no;Iran;0
2020-02-12;no;Iraq;0
2020-02-12;no;Ireland;0
2020-02-12;no;Israel;0
2020-02-12;no;Italy;3
2020-02-12;no;Jamaica;0
2020-02-12;no;Japan;28
2020-02-12;no;Jordan;0
2020-02-12;no;Kazakhstan;0
2020-02-12;no;Kenya;0
2020-02-12;no;Korea, South;28
2020-02-12;no;Kosovo;0
2020-02-12;no;Kuwait;0
2020-02-12;no;Kyrgyzstan;0
2020-02-12;no;Laos;0
2020-02-12;no;Latvia;0
2020-02-12;no;Lebanon;0
2020-02-12;no;Liberia;0
2020-02-12;no;Libya;0
2020-02-12;no;Liechtenstein;0
2020-02-12;no;Lithuania;0
2020-02-12;no;Luxembourg;0
2020-02-12;no;MS Zaandam;0
2020-02-12;no;Madagascar;0
2020-02-12;no;Malawi;0
2020-02-12;no;Malaysia;18
2020-02-12;no;Maldives;0
2020-02-12;no;Mali;0
2020-02-12;no;Malta;0
2020-02-12;no;Mauritania;0
2020-02-12;no;Mauritius;0
2020-02-12;no;Mexico;0
2020-02-12;no;Moldova;0
2020-02-12;no;Monaco;0
2020-02-12;no;Mongolia;0
2020-02-12;no;Montenegro;0
2020-02-12;no;Morocco;0
2020-02-12;no;Mozambique;0
2020-02-12;no;Namibia;0
2020-02-12;no;Nepal;1
2020-02-12;no;Netherlands;0
2020-02-12;no;New Zealand;0
2020-02-12;no;Nicaragua;0
2020-02-12;no;Niger;0
2020-02-12;no;Nigeria;0
2020-02-12;no;North Macedonia;0
2020-02-12;no;Norway;0
2020-02-12;no;Oman;0
2020-02-12;no;Pakistan;0
2020-02-12;no;Panama;0
2020-02-12;no;Papua New Guinea;0
2020-02-12;no;Paraguay;0
2020-02-12;no;Peru;0
2020-02-12;no;Philippines;3
2020-02-12;no;Poland;0
2020-02-12;no;Portugal;0
2020-02-12;no;Qatar;0
2020-02-12;no;Romania;0
2020-02-12;no;Russia;2
2020-02-12;no;Rwanda;0
2020-02-12;no;Saint Kitts and Nevis;0
2020-02-12;no;Saint Lucia;0
2020-02-12;no;Saint Vincent and the Grenadines;0
2020-02-12;no;San Marino;0
2020-02-12;no;Sao Tome and Principe;0
2020-02-12;no;Saudi Arabia;0
2020-02-12;no;Senegal;0
2020-02-12;no;Serbia;0
2020-02-12;no;Seychelles;0
2020-02-12;no;Sierra Leone;0
2020-02-12;no;Singapore;50
2020-02-12;no;Slovakia;0
2020-02-12;no;Slovenia;0
2020-02-12;no;Somalia;0
2020-02-12;no;South Africa;0
2020-02-12;no;South Sudan;0
2020-02-12;no;Spain;2
2020-02-12;no;Sri Lanka;1
2020-02-12;no;Sudan;0
2020-02-12;no;Suriname;0
2020-02-12;no;Sweden;1
2020-02-12;no;Switzerland;0
2020-02-12;no;Syria;0
2020-02-12;no;Taiwan*;18
2020-02-12;no;Tanzania;0
2020-02-12;no;Thailand;33
2020-02-12;no;Timor-Leste;0
2020-02-12;no;Togo;0
2020-02-12;no;Trinidad and Tobago;0
2020-02-12;no;Tunisia;0
2020-02-12;no;Turkey;0
2020-02-12;no;US;12
2020-02-12;no;Uganda;0
2020-02-12;no;Ukraine;0
2020-02-12;no;United Arab Emirates;8
2020-02-12;no;United Kingdom;9
2020-02-12;no;Uruguay;0
2020-02-12;no;Uzbekistan;0
2020-02-12;no;Venezuela;0
2020-02-12;no;Vietnam;15
2020-02-12;no;West Bank and Gaza;0
2020-02-12;no;Western Sahara;0
2020-02-12;no;Yemen;0
2020-02-12;no;Zambia;0
2020-02-12;no;Zimbabwe;0
2020-02-13;Alberta;Canada;0
2020-02-13;Anguilla;United Kingdom;0
2020-02-13;Anhui;China;910
2020-02-13;Aruba;Netherlands;0
2020-02-13;Australian Capital Territory;Australia;0
2020-02-13;Beijing;China;366
2020-02-13;Bermuda;United Kingdom;0
2020-02-13;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-13;British Columbia;Canada;4
2020-02-13;British Virgin Islands;United Kingdom;0
2020-02-13;Cayman Islands;United Kingdom;0
2020-02-13;Channel Islands;United Kingdom;0
2020-02-13;Chongqing;China;529
2020-02-13;Curacao;Netherlands;0
2020-02-13;Diamond Princess;Canada;0
2020-02-13;Falkland Islands (Malvinas);United Kingdom;0
2020-02-13;Faroe Islands;Denmark;0
2020-02-13;French Guiana;France;0
2020-02-13;French Polynesia;France;0
2020-02-13;Fujian;China;279
2020-02-13;Gansu;China;90
2020-02-13;Gibraltar;United Kingdom;0
2020-02-13;Grand Princess;Canada;0
2020-02-13;Greenland;Denmark;0
2020-02-13;Guadeloupe;France;0
2020-02-13;Guangdong;China;1241
2020-02-13;Guangxi;China;222
2020-02-13;Guizhou;China;135
2020-02-13;Hainan;China;157
2020-02-13;Hebei;China;265
2020-02-13;Heilongjiang;China;395
2020-02-13;Henan;China;1169
2020-02-13;Hong Kong;China;53
2020-02-13;Hubei;China;48206
2020-02-13;Hunan;China;968
2020-02-13;Inner Mongolia;China;61
2020-02-13;Isle of Man;United Kingdom;0
2020-02-13;Jiangsu;China;570
2020-02-13;Jiangxi;China;872
2020-02-13;Jilin;China;84
2020-02-13;Liaoning;China;117
2020-02-13;Macau;China;10
2020-02-13;Manitoba;Canada;0
2020-02-13;Martinique;France;0
2020-02-13;Mayotte;France;0
